Date,"Imp Vol","1D IV Chg","IV Rank","IV Pctl","Put/Call Vol","Options Vol","Put/Call OI","Total OI"
2022-09-30,28.21%,-0.38%,87.21%,93%,1.3074437348017,10338144,1.5340825883156,21778704
2022-09-29,28.59%,+1.04%,89.19%,95%,1.4111161609484,8753509,1.6269135274937,21578374
2022-09-28,27.55%,-2.11%,83.81%,93%,1.4636431512982,9842789,1.5696347816551,20525721
2022-09-27,29.66%,+0.35%,94.66%,97%,1.4295432217903,9217014,1.588213041812,20388832
2022-09-26,29.30%,+2.06%,92.84%,97%,1.4322374111654,9169698,1.5257266006855,20857473
2022-09-23,27.25%,+1.39%,82.24%,92%,1.6376754942968,13583343,1.640481054677,19568077
2022-09-22,25.86%,-0.83%,75.09%,83%,1.5608717225163,8381769,1.6318772217712,19238404
2022-09-21,26.69%,+0.85%,79.40%,89%,1.219340230045,9539561,1.7358300418104,18506101
2022-09-20,25.85%,+1.54%,75.03%,84%,1.4031988890549,6835719,1.7791068940591,18281118
2022-09-19,24.31%,-0.34%,67.10%,75%,1.467155182866,7305096,1.5923695914605,21592637
2022-09-16,24.65%,+0.65%,68.85%,77%,1.7147342861273,10480248,1.7474013913353,21766576
2022-09-15,24.00%,+0.31%,65.51%,73%,1.231471861225,7826352,1.6689221379014,22111729
2022-09-14,23.68%,-0.37%,63.89%,71%,1.4304789354126,7957162,1.6979802130811,21652106
2022-09-13,24.06%,+2.87%,65.82%,74%,1.7788113001896,8721780,1.7674759156727,21278043
2022-09-12,21.19%,+1.11%,51.02%,58%,1.3353573643572,8197471,1.8220255423166,21768947
2022-09-09,20.08%,-1.22%,45.30%,52%,1.5034706681,8714296,1.7129187333647,21137473
2022-09-08,21.29%,-0.97%,51.57%,59%,1.4606702460378,7789825,1.7409957818734,21063056
2022-09-07,22.26%,-2.00%,56.57%,64%,1.4603738694377,8046916,1.6431406178053,20934538
2022-09-06,24.27%,+1.04%,66.89%,75%,1.5537319044601,8680242,1.6155079719831,21175095
2022-09-02,23.23%,+0.32%,62.93%,69%,1.3170207831964,9601894,1.657732891558,20067866
